,text,label
441,cehennem azabı.,Unrelated
442,kusmakeylemi sonrası ortaya çıkan sıvıda kan olması durumu.,Unrelated
443,"popülaritesi zaman içinde artan, yüksek gelirli ve/veya tek çocuklu ailelerin çocuğunda görülen bir tür denge sorunu hastalığı. baş dömesiyle karıştırmayın, öyle basit proletarya hastalığı değil çünkü",Non-scientific
444,muhtemelen bu yazıyı okuyan insanların neden olduğunu düşündüğüm durum. buraya yazdığım şeylerin etkili olabileceğini düşündüm az evvel yine çınladı muhtemelen sövdü biri çünkü sol kulağın kötü anılma olduğunu duymuştum. buradan hepinize yanıt vermek istiyorum bende sizin.....edüt: bu entry i girdikten tam 15 dakka sonra bi daha kulağım çınladı. allahsızlar bi salın.,Unrelated
445,niye hatırlatıyorsunuz amına koduklarım,Unrelated
446,"öncelikle (bkz:tinnitus)gerçekten “geçmezse deliririm” modu geçiyor. yaklaşık on beş yıldır (evet rakamla 15) sol kulağımda orta, sağ kulağımda hafif şiddette olmak üzere duyduğum sinyal tipi seslerdir benim için kısaca tarif etmem gerekirse.tabi ki bir doktora göründüm, ölçümler yapıldı sürecin başlangıcında. sağ kulağımda %10’a varan bir işitme kaybı dışında bir bulguya rastlanmadı. sebebi belirsiz olarak kişisel tarihimdeki yerini aldı.bulunduğum ortamda hafif bir müzik ya da sürekli açık bir tv ya da radyo, spor yapmak (özellikle açık havada yürüyüş) bana çok iyi geliyor. en zor zamanlar ise bazen gece uykuya dalmadan önceki anlar olabiliyor, itiraf etmeliyim. o yüzden uykumu kaçıracak her şeyden uzak durmaya çalışıyorum diyelim. ayrıca uzun süreli açlık, yoğun kahve tüketimi ve yüksek sese maruz kalmak da benim için bu sesleri bir ton daha yükselten faktörler. yaşadıkça farkettim ve hepsinden uzak durmaya çalışıyorum elimden geldiğince. size de tüm bu olumsuz faktörlerden uzak durmanızı tavsiye ederim.",Mixed
447,"2 gün önce sabah 9 da amelitaya aldılar (kanada), uyandığımda saat kaç dedim 10:30 dediler. ogleden sonra 1 de taburcu ettiler. tampon yok, morluk yok, şiş yok acı yok. ilk gün kanama oldu bol. bir de süper uyudum codein ile. şu an iş yerinden yazıyorum.",Scientific
448,(bkz:lap),Unrelated
449,son günlerde yine hayatımı siken lanet ağrı türü. migrenmiyim neyim bu sağ şakak ağrısı nedir abi ?,Unrelated
450,"iyi bakılmayan bedenin sızılı haykırışı. haykırarak haykırtır, zalimdir.",Non-scientific
451,"5. yılımı doldurmak üzere olduğum hastalık. ilk başladığında çok zorlandım, hatta buna uzun süre dayanamayacağımı düşünüp umutsuzluğa kapıldığım, intiharı düşündüğüm zamanlar da oldu. yalnız şunu belirtmek isterim bu depresif hal ve intihar düşüncesi kulak çınlamasının bizzat sesinden değil, bu sesin uyku düzenimi bozması sonucu geceleri uyuyamamam, dolayısıyla gündüzleri zombie gibi dolaşmam, sonra bir yerlerde uyuyakalmam, algılarımın ileri derecede düşmesi (biri konuşurken dalıp gitmek, karşıdan karşıya geçerken sağı solu kontrol etme gerektiğinin aklıma bile gelmemesi gibi) sonucunda akli dengemin geçici bir süre bozulması sonucu ortaya çıktı, yani sadece ses var diye değil. internette ve sosyal medyada kulak çınlaması hastalarının gruplarına katılıp onlarla dertleşince çok rahatladım. işyerinde (üniversitede) sıkıntılar yaşıyordum, sonra baktım olmayacak sorumlu hocama çektiğim sıkıntıları ağlaya ağlaya anlattım, çok şaşırdı. meğerse herkes benim zombie gibi dolaşmamı vurdumduymazlık olarak algılamış, kimseyi takmıyorum gibi anlaşılmış. ancak bu anlaşılınca sorumlu hocam beni bir süre rahat bıraktı. bu anlattıklarım 2 ay gibi bir sürede oldu. sonrasında yavaş yavaş sese alışmaya başladım. şu an başta dediğim gibi 5. yıl bitmek üzere ve kulak çınlamamla genel olarak sorun yaşamıyorum, sadece çok üzüldüğüm ya da bir şeye canım sıkıldığı zamanlarda çok artıyor, bir de böyle durumlarda insan odasına geçip ışığı kapatıp içine çekilmek istiyor ama bunu yaptığınızda bu sesle başbaşa kalıyorsunuz o yüzden dışarı çıkıp yürümek daha terapötik olabiliyor bizler için. üzgün olmadığım ya da canımın sıkkın olmadığı diğer zamanlarda ya gündüz kendimi işime kaptırdığım için duymuyorum ya da akşamları çoluk çocuk derken yine sesi unutuyorum. eğer hiçbirşey yapmıyorsam da o sesle beraber kafamı dinliyorum*başımdan geçenleri özet olarak anlattım ama daha da özet geçmem gerekirse tavsiye olarak;eğer çınlamanız yeni başladıysa hiç vakit kaybetmeden öncelikle kbb doktoruna gidin. zira 3 gün içinde ayrıntısını tam bilmediğim bir ilaç uygulamasının çınlamayı iyileştirebildiği görülmüş. ayrıca çınlamanın kaynağının açıklanabilir sebeplerinin sizde olup olmadığını öğrenmek için de doktora gitmeniz şart. eğer doktora gittiniz ve herhangi bir iltihap, tümör vs gibi açıklanabilir bir sebep yoksa ve ilk 3 gün içinde ilaç uygulamasıyla geçmediyse o zaman siz de artık bizim aramıza katıldınız demektir. ilk günler biraz zor geçebilir sakın panik yapmayın, çevrenizdeki insanlara yaşadığınız sıkıntıyı anlatmaktan ve sizlere bir süre tolerans göstermelerini istemekten çekinmeyin. facebook'ta çınlama ile ilgili gruplara katılın, oralardaki yazılanları okuyun, siz de ne hissettiğinizi sıkıntılarınızı yazın, damdan düşenin halinden ancak damdan düşen anlar misali bu kişilerle dertleşmek size çok iyi gelecek. ama yine de kontrol edemediğiniz bir durum olursa psikiyatrik/psikolojik destek almaktan çekinmeyin.",Mixed
452,(bkz:kulak ağrısı/@melusine),Unrelated
453,"doğal çarelerin hiç ama hiçbir işe yaramadığı dert. karbonatı az sulandırıp üzerine sürmek geçiriyormuş diye duydum ve denedim ama acıdan gözlerimden yaş geldi, zonklaması da yarım saatte geçmedi. modern tıbba güveniniz.(bkz:kenacort)",Scientific
454,hitchcok'un bir sinema olanağı ortaya çıkarmasının yanı sıra filmde bir duygu yaratan ; kameranın şaryo veya dolly gibi ekipmanlar yardımıyla geri geri giderken görüntüye zoom yapılmasıyla ortaya çıkan efekttir.,Unrelated
455,"beslenme ve uyku düzeni ile de oluşabilen hadise. ciğer, pekmez ve bol bol kırmızı ve beyaz et. kahve yasak, her gün en az bir büyük bardak su. şimdiden geçmiş olsun.",Unrelated
456,poligonda kulaklıksız atış yaptıktan sonra genellikle sağ kulağımda başlayan ve iki üç gün süren rahatsızlık,Scientific
457,allah belasını versin bu sıcak havada hasta oldum. yutkunurken sanki jiletle kesiyorlarmış gibi. 3 gün doğal yöntemlerle geçer diye bekledik antibiyotik almamak için direndim ama sınavlar yaklaşıyor mk mecburum kullanmaya.,Unrelated
458,yaygın inanış'a göre sol kulağın çınlıyor ise hakkında kötü konuşuluyor anlamına gelir. eğer sağ kulağın çınlıyorsa hakkında iyi konuşuluyor anlamına gelmektedir. tabi gerçek değildir.,Unrelated
459,"yaz zamanı, büyük burun etleri ve septum deviasyonu gibi şartlarla birleşirse kişi için nefes ve tat almak bu lanet hastalığın baş gösterdiği zamanlarda bir lüks haline gelir ve gün boyu (bkz:nasonex) ve (bkz:otrivine) kullanmanıza sebep olur.",Non-scientific
460,ani işitme kaybı yaşamakla beraber kulak çınlaması bonus olarak geldi. ilk zamanlar kısa süreliydi fakat artık daha uzun sürüyor ve çok rahatsız edici. doktorum (bkz:nootropil) yazdı 3x2. bugün başladım umarım faydasını görürüm. kafaya sıkıp gidilecek kadar rahatsız edici.,Non-scientific
461,"alıştık alışmasına da; grip, nezle olunca fena artıyor ses. keşke biri tedavisini bulsa da kurtulsak şu sesten.",Non-scientific
462,"havacilikta ucagin arka tarafini anlatmak icin kullanilan kisaltma. ornegin aft cg arkada agirlik merkezi, aft galley arka mutfak, aft hold, arka kargo bolmesi gibi gibi. tersi de fwd olarak kullanilir.",Unrelated
463,konuşurken nefesin kesilmesi sonucundaki duraksama. dil yapısı veya başla bir organdaki sorundan kaynaklandığı düşünülmektedir ama asıl nedeni nefesin kesilmesidir. dolayısıyla nefes olmadan ses tellerinde titreşim olmaz ve kişi söyleyeceği kelimeyi çıkaramaz.,Mixed
464,kronik sinüzit için ameliyat olsanız bile tekrarlıyor. o yüzden daha doğal sürekli çözümler bulmanız.(bkz:miğren taşı) (bkz:sürekli burun içini ıslak tutmak) yaz kış yapın ve kullanın. tabi bir anne cümlesi olan ‘saçın ıslak gezmee..!’ yi yazmıyorum bile. biliyorsunuzdur.kronik sinüzit hastası ve en yakın arkadaşı bir kbb uzmanı olarak yazıyorum.sümüksüz günler dilerim efenim.,Non-scientific
465,sabahtan beri peşimi bırakmayan lanet şey. hayattan soğuttu resmen.,Unrelated
466,(bkz:presbiyopi)(bkz:kulak çınlaması/@ibisile),Non-scientific
467,"benim için bugün pik yapan durumdur.kafam kapılardan geçmiyor, ensemde sanki başka bir insan daha yaşıyor.arka kafam ağrıyor.",Non-scientific
468,baş dönmesi demektir,Scientific
469,"çorum merkezli, eski bir rock grubunun adıydı. kendilerini çok iyi tanırım, süper tatlı insanlarla doludur. anatolianrock gibi yerlerde kısa süreli boy gösterip ortadan kayboldular.ritm gitar-vokal: göhkan başaranbass: sefa aksoysolo gitar: emrah küçükcanbazdavul: ...(adamın ismini unuttum iyi mi)",Unrelated
470,"septum deviasyonu veya burun egriligi, septumun anormal bir sekilde saga veya sola yonelmesi ve etkilenen hava pasajinda tikanikliga neden olmasidir. burnun septum bolgesinin catisini olusturan kikirdak ve kemiklerde egrilme, acilanma ve kayma seklinde meydana gelen sekil bozukluklaridir.septum deviasyonu, toplumda oldukça cok gozlenen ve kbb klinigine yapilan bas vuruların buyuk cogunlugunu olusturmaktadir . septum deviasyonu burun tikanmasinin en onemli nedenlerinden biridir.-ayrica hastanin yasam kalitesini oldukca dusurur. uyurken nefesin durmasi,agiz kurulugu,bronsit, larenjit,farenjit,sinuzit,bronsit gibi enfeksiyonlara yatkinlik olusturur.-genellikle cerrahi duzeltme gerekse de mukoza sismesi var ise (rinit,alerjik rinit,nezle) gibi cerrahi tedavi bu tip burun tikanikligina fayda saglamaz.- tavsiyem burun tikanikligi problem haline gelmemis ,gunun yarisini burnundan degil de agzindan alarak gecirmiyorsa ve geceleri horlama rahatsizligi yok ise cerrahi mudahale'ye pek de yanasmamasi yonunde.not:kbb 'ci degilim",Mixed
471,tedavisi gayet mümkün olan konuşma bozukluğu şekli bunun için burundan diyaframınıza nefes alıp kelimenin ilk hecesini uzatarak söyleminiz yeterli olacaktır,Non-scientific
472,"vertigo'da en önemli şey bol bo su içmek, uyku düzeni ve tuzdan uzak durmak.zaten kulağın anası bellenmiş, bir de siz üzerine gitmeyin.idrar söktürmek lazım bol bol. zaten atak da geçirseniz doktorun size vereceği şey serumun içine basılan dramamine, nootropil ya da betaserc falan.siz de zamanında zaten haplarınızı düzenli kullansanız ataklar geçirmezdiniz. tabii bunun yanında kahve, demli çay, tuz düşmanınız olmalı. soda bile içilmemeli atak aralarında.bir de vertigo ile meniere çok karıştırılıyor. iyi tetkik edilmelidir.",Non-scientific
473,"bu sabah 11 civarında tuvalete girdikten sonra yaşadığım sorun. hayatımda ilk defa yaşadığım için biraz panik yaptığımı kabul edeyim. ellerimi yıkarken baş dönmeye başladı buraya kadar normal, yalnız gözlerimi odaklayamamaya başladım. vücut sola çekiyor hissediyorum. önceden bir iki kere tansiyonum yüksek çıkmıştı, o yüzden herhalde dedim. bir şişe soğuk su içtim dışarı çıktım yalpalaya yalpalaya. açık hava da etki etmeyince iyice panik yaptım atladım taksiye doğru acile. acil doktoru bir ilaç yazdı bunu iki gün kullan geçmezse kbb'ye git dedi. içtim bir tane ama hala dengemi tam kuramıyorum bakalım ne olacak.",Scientific
474,soğuk algınlığı ve sesi fazla yormaktan v.s. kaynaklanan durum ..,Mixed
475,"(bkz:#93928750)burada yazan bilginin bristol, aviationexam, atpdigital gibi önemli havacılık kaynakları için geçerli olmadığı terim.yazar arkadaşımız mesaj alamadığı için buradan yazmaktayım.",Unrelated
476,ağız içinde çıkan ulseröz yapıda yara.,Scientific
477,kaka yapınca geçer genelde.,Unrelated
478,bu aft denen krateri bıçakla oysan kesip atsan hem acısı bu kadar büyük olmaz hem de iyileşme süresi kısalır diye düşünüyorum. deneyen manyaklar oldu mu merak ediyorum. bir de tabip bir kimse yok mu şu pul kadar şeyin nasıl bu denli acı verdiğini açıklayabilecek. şekli de bir şeye benzemiyor başından geçmeyen birini inandıramazsın da nasıl acıttığına. alt dudağımda çıktı bir haftadır yine zindan etti hayatı. ben çok uzun yıllardır hemen her ay bir tane çıkarıyorum. çok farklı hastalıkların habercisi olabilir deniyor aslında bir görünmek gerekiyor. gözlerimle alakalı bir hastalık çıkacak diye korkuyorum.,Mixed
479,"bu yılın en şiddetlisini bu gece yaşıyorum herhalde. majezik duo içtim yok, masaj yaptım yok, eşarp bağladım yok, yok yok. ayağa kalkınca çok fena zonkluyor sinüzitte değil olsa anlardım. rüzgar falanda yoktu bugün çarptı desem o da değil.bu değil bu değil bu hiç değil",Non-scientific
480,"sabah yataktan kalktığımdan beri (07:20) devam eden ve artık beni çıldırma noktasına gelen tiz sesin kaynağı. geçmesi için dualar ediyorum, sebebi nedir bilmiyorum. geçer değil mi? lütfen geçer deyin. ortada hiç bir sebep yok çünkü.",Non-scientific
481,küçüklüğümüzden beri nar ekşisi içerek tedavi olduğumuz ağız içi yarası.,Non-scientific
482,1950'lerde abd'de şehirciliğin ne seviyede olduğuna bakıp ta istanbul' un mevcut haline üzülmemek elde değil.insanı san fransisco hayranı yapan film.,Unrelated
483,"annemin 28 yaşında iken yakalandığı, kulak nezlesi gibi abuk bir teşhis yüzünden geç fark edilerek yapılan ilk ameliyatın başarısız olmasına rağmen, bir umutla ikinci kulağını da ameliyat etmelerine izin verdiğinden biri tamamen, diğeri %5 duyan kulaklara sahip olmasının, suçlusu hastalık.dolayısıyla benim, ufak yaşlardan beri annemin kulaklıklı kulağına  yükseltici olarak görev yapmamdan ötürü; açık, net ve yüksek sesle konuşmamın da sebebi olan hastalıktır. ve umarım genetik değildir.",Non-scientific
484,"sevgili yazarlar, zamanında aft yüzünden hastanelik olmuslugum ve inanılmaz acılar çekmişligim vardır. tavsiyelerimi ciddiye alın.1- aftın temel sebebi yanlış beslenmedir.2- şekerli gıdalar en büyük etkendir. vücut şekeri sindirmek için vitamin kullanır. bu da vitamin eksikliğine ve afta yol açar.3- şekerin her türünü, beyaz ekmeği kesin.4- bol hayvansal gıda, iyileşmek istiyorsanız mutlaka yağlı et yemelisiniz5- durum çok ciddi boyutta ise dr kontrolünde kortizon tedavisi gerekir.tekrar ediyorum. çok kuvvetli beslenmeniz lazım. ıspanak, pırasa ile bu iş olmaz.",Mixed
485,"hep aynı bölge, kesip atsam olmaz mı? zaten işime de yaramıyor.",Unrelated
486,"ağlayınca başlar tüm ağrılar. umutlarını bir sabah yağmur sesleriyle uyanıp ve tekrar uyumaya bağlayan birçok insan gibidir şimdiki şarkılar. for the worst da anlatır aslında her şeyi ama ben yine de beklerim işte son yağmur tanesinin pencereme damlamasını ve tekrar uyumayı bulutlarla. her şey gibi yok olurlar teker teker buhar olurlar damlalar ve gözyaşları tek farkla; biri insan gözünden biri gökyüzünden. ağlayınca başlar baş ağrısı. “golden dreams” müziği kadar acıtır bazen içimizi ama umutlanır insan sonlara doğru hem umut ağrıların ekmeği değil midir ne kadar değiştirirsem bu sözü o kadar aslınj yansıtır. umut fakirin ekmeğidir. ağrılar da bir ölçüde tazelikten yoksundur zaten. tekrar başa sar müziği içime işledi. şimdi rüyalara dalalım altın rüyalara. ağrısız ve gözyaşısız hülyalara. ki bunu söylerken bile ağzı kabarır gözünün arkasında birikir yaşlar. insanın merhametini hatırlatır , insanı hatırlatır kendine. ağrısız ve gözyaşısız rüya bile olmaz. ne kadar ağrımız varsa o kadar insanlaşmışızdır. saçmaladığımı biliyorum evet. buraya kadar okumanızı da tebrik ediyorum. uzatmayacağım. ve müziği başa saracağım. iyi geceler.",Non-scientific
487,"sabah uyandığınızda neye uğradığınızı şaşırtacak ağız içerisinde oluşan yaralar.benim yalnızca dilimin üzerinde bir anda 5-6 tane kadar çıktı. dehşet can yakıyor.pazar günü olması dolayısı ile eczaneden ilaç istedim, gargara & krem önerdi. krem süremem diye gargara aldım.gargaradan sonra acı biraz azaldı arada anne tavsiyesiyle karbonat da bastım. hangisi tam olarak işe yaradı meçhul.sıkıntı şu ki 4. gün bugün yaraların hepsi geçti ama dilimin uç kısmı halen uyuşuk.",Scientific
488,"baş dönmesi..yer yerinden oynar, kafan yerinden oynamaz",Non-scientific
489,derbe sonucu oluşan kulak zarı yırtılmasının sebep olduğu bir durumdur.bendeki böyleydi.taş gibi bir kartopu 5 saatlik lokal anestezili bir ameliyata sebep oldu.,Mixed
490,"üç temel bulgusu vardır. 1.ateş , bogaz ağrısı , generalize lenfadenit. 2. kanda büyük bir kısmı atipik morfolojide lenfosit artışı. 3. ebv ye karşı bir humoral antikor cevabı",Scientific
491,"ne zaman ağlasam hemen başlıyor başım ağrımaya. fizyolojik ve normal mi yoksa çok mu sorguluyorum bilemem. aahhh hayat, seninle mücadele etmek bazen neden bu kadar yorucu. sindirmek zor bazı şeyleri, az da kör sağırımdır. o halde bile zor, allah pimpiriklilere yardım etsin. yaşamak zor, maddi şartları oluşturuyorsun başka mevzular çıkıyor. sağlığın yerinde paran olmuyor. bugün güldün yarın ağlıyorsun. konu baş ağrısıydı, dağıttım.",Non-scientific
492,"diş çürüklerinin artışına,dişeti sorunlarına neden olabilecek sağlık problemi.olası diş kayıplarını önlemek için düzenli olarak diş hekimi kontrolü şarttır.",Mixed
493,benim de muzdarip olduğum sıkıntı ya da sıkıntıydı. betaserc'in çok faydasını gördüm. şimdilerde yok gibi ama bazen ara ara uğruyor. o anda da yine betaserc'e yükleniyorum.,Mixed
494,"bu saat oldu hala uyutmayan lanet. işsiz olduğuma ilk defa sevindim.oysa ki ıhlamurlar, zencefiller, ballar, pastiller tükettik o kadar. gerilemiyor, ilerliyor sanki meret.yaz ortasında hasta mı olunur ya!?",Non-scientific
495,"başımda, vücudumda dinmek bilmeyen bir acı, ağrı var. izahı yok ama alıştım çoktan.",Unrelated
496,"zaten kanama bozuklugunuz varsa tirsmaniza yol acandir. gecsin diye dua edersiniz zira doktor arkadasiniza soyleseniz hemen acile git diyecektir. kimseye soylemeden beklemek (artik ne kadar surerse) en iyisidir.agzinizdan da kan geliyorsa muthis kombodur.herhalde ölene kadar bekleyecegim, bakalim.",Unrelated
497,"bu durumlarda bir arkadaşım ""a'dan z'ye doğru alfabeyi say, hangisinde çınlama biterse o harf ile ismi başlayan biri seni anıyor demektir"" demişti. kendisine selam ediyorum .",Unrelated
498,basitçe;kulağa gelen ses dalgalarıyla titreşen ve beyne sinirler aracılığıyla bu titreşimleri yollayan kılların zedelenmesi durumunda oluşur. bu zedelenmeden dolayı ortamda ses olmamasına rağmen bu kıllar sinirler aracılığıyla beyne zaman zaman (veya sürekli olarak) sinyal gönderir ve kulak çınlaması oluşur.(bkz:tinnitus),Mixed
499,"kanada'nın toronto şehrinde downtown bölgesinde bulunan night club (blup blup blup night kulüp).kendisini diğer gece kulüplerinden ayıran özelliği ise içeride alkol satılmamasıdır. içecek olarak sadece enerji içecekleri, kola vs bulunur. tabi böyle söylenince insanın aklına 'ulan helal oteller var burası da helal gece kulübü mü?' diye geliyor doğal olarak ama hayır tabiki.içeride dans edilen eğlenilen alanın haricinde 6-7 kişilik bir oda bulunur. odanın içinde karşılıklı bakan deri koltuklar yer alır ve bir güvenlik görevlisi odanın kapısında bekler. sırada bekleyenleri 3er 4er kişilik gruplar halinde odaya alır. kişiler içeriye girer, ''cep sodalarını'' hazırlar, line'lar ve çeker. yanında cep sodası bulunmayanlar ise ücretini ödeyip kapıdaki güvenlik görevlisinden temin edebilir. güvenlik görevlisinin sattığı cep sodası dışarıdaki fiyatla aynıdır, gece kulübü diye geçirmez. neyse, odadaki şahıslar yapacaklarını yapar ve çıkıp gecesine devam eder. after mekandır ayrıca, yani gece 2'den sonra başlar ve sabah 7 civarına kadar devam eder. çalan dj'ler ve müzikler de son derece kalitelidir.",Unrelated
500,"nefes alamiyordum uzun zamandir, buna bagli olarak kulaklarda dolgunluk hissi ve son donemde takip eden bas donmeleri aga sen bi hekime gorun sinyalini vermisti.bugun tum testlerin sonuna geldim ve yarin sabah icin ameliyatima karar verildi. sinusler temizlenecek deviasyon duzeltilecek, orta kulakta biriken sivi dengelenecek. olmezsen tum sureci bu entryde editlyor olacagim. simdilik anestezi sonrasi ayilma replikleri basligini okumaya gidiyorum.",Non-scientific
501,"genel anestezi ile olduğum, akşamüstü saatlerinde ameliyathaneye alındığım için 1 gece hastanede kaldığım (yoksa sabahtan olup akşamına taburcu olacaktım), sadece tamponlar çıkarılırken canımın acıdığı ve geçmiş olsuna gelen misafirlerin ""hiç ameliyat olmuş gibi değilsin."" diye hayal kırıklığına uğradıkları ve annemle dedikodu yapmaya devam ettikleri ameliyat.ayrıca öncesinde senelerce çektiğim başağrılarımı kökten çözmüş ve bana daha kaliteli bir hayat sunmuştur. ameliyat sonrası solüsyonla yıkama ve nemlendirici kullanımına dikkat edilmesi önemli hususlardan.ben ki elim kanasa bayılırım, bu ameliyata daha önce girmedim diye hayıflanmaktayım.",Scientific
502,"tek ilacı, eminönü'nde 1 tl'ye tavuk döner-ayran ve üstüne kerhane tatlısıdır.",Unrelated
503,"onca zamandır alkol alırım rakı, viski, üstüne bira içtiğim bile olmuştur, fakat başım yine de böyle dönmemişti.sabah uyanmamla birlikte yataktan klasik kalkma hareketiyle çıkmaya çalıştığım an, karşımda duran duvar kaydı, (bkz:bu ne annskym) derken, yatak, aynı lunaparktaki çılgın balerin gibi fırlandı. ve ben kalktığım yönün tersine yanlama serildim, kafa sağ kulak üzerinde kaldı. gözümü açtığımda gardrop gökkuşağına dönmüş, renkler birbirine girmişti. içimdeki kan ve bi ton istifham kafamı zorlarken; yazgının bana yaşlılığa hoş geldin mi dediğini veya kulağımdaki (bkz:tinnitus) un artık yalnızlıktan bunalarak vertigoyu kendine arkadaş mı edinmeye çalıştığını düşünerek cümbüşün geçmesini bekledim. anlayamıyordum yoksa, o anlık duyduğum yaşlılığa hoş geldin, kafada yaşanan ohal korku, cisimlerin görünümünü mü değiştirmişti?odayı, başına bi halt gelen her insanın duyduğu hemen önceki haline dönme gayreti ve endişesi kaplamıştı, bu ne mene bi’ şeyse.sonra gözlerimi tavana dikerek ve mutlak bi inançla bi noktaya odakalandım. bu, kendi geldi durduk yere, herhalde kendisi gider sanıyorum diyerek ve (bkz:geldikleri gibi giderler) sözüne sarılmaktan başka bi’ şey gelmeyerek aklıma, yaşama doğruldum.",Non-scientific
504,stresten çıktığını düşünüyorum. gergin ve stresli anlarımda hemen ağzımın içinde aftlar oluşuyor. allahtan uçuk falan hiç çıkmıyor.,Non-scientific
505,marcus banzertarafından 1640 yılında ilk defa yapılmış. ( ben de yeni okudum),Unrelated
506,"anksiyete sırasında aşırı nefes almaya bağlı stres kaynaklı vertigo benim yaşadığım. o anda dünya etrafımda dönüyor, beni yerimden kıpırdatmıyor. bir keresinde kapıdan gecemeyip, kafamı çarpmıştım. 2 gün önce otobüs duragına oturmaya çalışırken boşluğa oturup düştüm. tam çözümü yok maalesef, o anki anksiyeteyi düşürmek önemli. sonrasında kıpırdamadan bekliyorsun. bana atak gelince 4-5 gün hafif hafif yoklamalar yapıyor.şu an yine ben burdayım diyor lanet:(",Non-scientific
507,burundan beyin omurilik sıvısı gelmesi.(bkz:#54538538),Scientific
508,"kafamın içinde lunapark varmışta, bir sürü insan bağırıyormuş gibi hissettiren kafamı kesip atma isteği uyandıran ağrıdır.",Non-scientific
509,"29 nisan günü ameliyatını olduğum rahatsızlık.yalnızca devisyonun düzeltilmesi değil, bununla birlikte konkaların küçültümesi işlemi ve endoskopik sinüzit ameliyatı da gerçekleştirildi. hepsi aynı ayna yapıldı ve ameliyat yaklaşık 2 saat sürdü.(septum deviasyonu sanırım sadece yarım saat sürüyor)ameliyata gelene kadar birçok arkadaş bahsetmiş neler yapılması gerektiğini. yani doktorunuz size; gece 12’den sonra yemek yememeyi ve su içmemeyi söyleyecektir. yani ameliyattan 9-10 saat öncesinde artık bir şey yemiyor ve içmiyorsunuz.2018 yılında başka bir ameliyat geçirmeme, deneyimli olmama rağmen burun ameliyatı öncesinde biraz daha heyecanlıydım. ancak şunu söyleyebilirim; heyecanlanacak bir şey yokmuş. ameliyat öncesi internetten okuduğum yazıların çoğunda korkutucu şeyler vardı. onları görmezden gelin derim ben. olumlu yazıları okuyun. çok zorlu bir ameliyat değil. ancak şunu belirtmeliyim ki, özel-devlet fark etmez doktorunuzu iyi seçin. bu 3 ameliyatı-işlemi(septum-konda-sinüzit) kbb’ciler yapıyor. tutup da bir estetikçiye gitmeyin.neyse gelelim ameliyat sonrasına;1.gün: ameliyat çıkışında ayıldıktan sonra gözlerimi odamda açtım. hemen ağrı kesici bağladılar. dayanılmayacak derecede ağrım olmadı ama yine ağrı kesici kesinlikle işe yarıyor. burnumun iki deliğinde de tampon vardı. tamponlar silikon değil, kumaş tamponlardı.(bu arada silikon tampon kullanan doktoru tercih edin, bez tampon kullanan doktorlardan uzak durun diyenlere inanmayın. sadece doktorunuza güvenin, ya da daha öncede de dediğim gibi iyi bir doktor bulun.) tamponlarla uyanacağımı, ağzımdan nefes alacağımı bildiğim için bir şaşkınlık ve zorlanma yaşamadım. yani mental olarak kendimi hazırlamıştım. evet, tamponların olduğu gün (ve sonrası 1 hafta boyunca) yalnızca ağızdan nefes aldım. uyku uyudum-uyumadım. ağızdan nefes aldığım için boğazım şişti ve acıdı. yemek yiyemedim.2.gün: tamponlar çıkartıldı. çıkartılırken öyle aman aman bir acı çekmedim ancak şunu söyleyeyim biraz içiniz gitmiyor değil. sonra ağzımdan ve burnumdan baya bir kan geldi.(arkadaşlar dikkat ederseniz ben 3 operasyon geçirdim. yalnızca septum düzeltilmesi değil. o yüzden kan gelmiş olabilir. sormadım doktora) yaklaşık 45 dakika az çok kan geldikten sonra taburcu edildim ve eve geldim. doktorun verdiği antibiyotik, ağrı kesici ve nazal yıkama solüsyonunu kullanmaya başladım. boğazım hariç burnumda ağrı sızı olmadı. oturup televizyon falan izledim. günlük faaliyetlere başladım diyebilirim.1.hafta: solüsyona devam ettim. burnum nispeten tıkalı olmaya devam etti. tat ve koku alma olmadı. yediklerimden tat almadım. kontrolde her şeyin iyi gittiğini söyledi doktor. solüsyonu biraz daha sık kullanmamı istedi. istirahate devam edip işe gitmedim. zaten doktor 10 gün rapor yazmıştır.1.ay: hala tat ve koku almada zorluk çekiyordum. burnum nispeten açıldı. solüsyonu yaptıkça hala kabuk ve sümük geliyordu. doktor ayrıca nazal nemlendirici verdi ve 1 hafta onu kullandım.şu an 2. aydayım arkadaşlar. özet geçersem ameliyatı iyi ki olmuşum diyorum. benim sol taraftaydı deviasyon ve komple tıkalıydı burnum. şu an açık ve nefes alabiliyorum. sol taraf kapalı olmasından kaynaklı, burnumun sağ tarafı sürekli çalıştığı için konkalar da büyümüştü ve aynı zamanda sinüzitle boğuşuyordum. yani sağ taraftan da nefes alamıyordum. sinüzit ameliyatını da iyi ki olmuşum diyorum. tat ve koku almada güzel seviyelerde. ama burnun iyileşme süreci yaklaşık 5-6 ay arkadaşlar.siz de bu rahatsızlıktan muzdaripseniz iyi bir doktor bulup kesinlikle ameliyatını olun. burnunuz açıldıktan sonra keşke daha önce olsaydım ameliyatı diyeceksiniz. şu an çok memnunum. ileride yine sıkıntı yaşarsam editlerim. ayrıca yaklaşık 2-3 ay burnunuzu kesinlikle zorlamayın. (sümkürme falan.) sorularınız varsa mesajla yazabilirsiniz.imla hataları kesin vardır. kusura bakmayın. kendinize iyi bakın.",Scientific
